gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YPR036W-A,1404.9014568769035,3.9515418971360683,0.23059343970299753,4.346908706480337e-67,2.4955207710384847e-64,SPO24,SPO24,"Small (67 amino acids) protein involved in sporulation; localizes to the prospore membrane; phosphorylated during meiosis; a longer, 5'-extended mRNA is also transcribed beginning in mid-meiosis, regulated by two MSEs (middle sporulation elements), and includes an uORF of 15 codons in its 5'-UTR; evidence transcription is regulated by Pdr1p",S000028425,A0A0L8VGT6,GO:0003674;GO:0005628;GO:0030435;GO:0030437,BP;CC;MF,,PF22044,
YJL052W,13517.823772359174,-3.2606043416412587,0.19765743617410966,2.5948617084654716e-62,1.3655459740799543e-59,TDH1,TDH1,"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bacteria",S000003588,A6ZPS3,GO:0004365;GO:0005737;GO:0005739;GO:0005811;GO:0005829;GO:0005886;GO:0006006;GO:0006094;GO:0006096;GO:0009277;GO:0016491;GO:0016620;GO:0019658;GO:0050661;GO:0051287;GO:0061620;GO:1904408,BP;CC;MF,00010;01100;01110,PF00044;PF02800,IPR006424;IPR016040;IPR020828;IPR020829;IPR020830;IPR020831
YLR377C,405.119526923265,4.199103353339902,0.2569971979245015,2.7404263653232093e-61,1.3312148074627744e-58,FBP1,FBP1,"Fructose-1,6-bisphosphatase; key regulatory enzyme in the gluconeogenesis pathway, required for glucose metabolism; undergoes either proteasome-mediated or autophagy-mediated degradation depending on growth conditions; glucose starvation results in redistribution to the periplasm; interacts with Vid30p",S000004369,A7A1Q3,GO:0003824;GO:0005737;GO:0005829;GO:0005975;GO:0006094;GO:0016787;GO:0016791;GO:0019658;GO:0042132;GO:0042578;GO:0042597;GO:0046872;GO:0061620;GO:0072593,BP;CC;MF,00010;00030;00051;00680;01100;01110,PF00316;PF18913,IPR000146;IPR020548;IPR028343;IPR033391
YHR052W-A,645.7564037400723,5.6554390093473765,0.34554712021494705,3.18452589038104e-61,1.4364486426968763e-58,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-1",S000028647,NA,,,,,
YNL141W,202.1780512522142,-3.375246821372096,0.20616883055027505,4.354184673455617e-61,1.8331117475248148e-58,AAH1,AAH1,Adenine deaminase (adenine aminohydrolase); converts adenine to hypoxanthine; involved in purine salvage; transcriptionally regulated by nutrient levels and growth phase; Aah1p degraded upon entry into quiescence via SCF and the proteasome,S000005085,A0A0L8VJE3,GO:0000034;GO:0005634;GO:0005737;GO:0005829;GO:0006146;GO:0008270;GO:0009117;GO:0009168;GO:0016787;GO:0019239;GO:0043101;GO:0043103;GO:0046872;GO:0055086;GO:0072521,BP;CC;MF,00230;01100,PF00962,IPR001365;IPR006330;IPR006650;IPR028892;IPR032466
YGR201C,186.35950539468413,-3.7883321261703826,0.2320405058190163,5.7081397297753866e-61,2.2529313995957227e-58,NA,NA,Protein of unknown function,S000003433,A6ZUL1,GO:0003674;GO:0005575;GO:0005634;GO:0005737;GO:0006414;GO:0008150,BP;CC;MF,,PF00043;PF02798,IPR004045;IPR004046;IPR010987;IPR012336
YDL243C,680.4148112654279,4.449382063543688,0.27564410730668165,7.43319677414376e-60,2.7612139781598733e-57,AAD4,AAD4,"Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15, AAD6/AAD16 + AAD4, AAD10 + AAD14) whose two genes are more related to one another than to other members of the family",S000002402,B5VF38,GO:0005575;GO:0006081;GO:0016491;GO:0047681,BP;CC;MF,00051;00650;01100,PF00248,IPR001395;IPR023210
YGL055W,2517.495274297385,-2.11310531334942,0.1328659727194689,5.4412811616329174e-58,1.9089828075395485e-55,OLE1,OLE1,Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria,S000003023,A6ZUC1,GO:0000001;GO:0004768;GO:0005506;GO:0005783;GO:0005789;GO:0005829;GO:0006629;GO:0006631;GO:0006633;GO:0006636;GO:0009055;GO:0016020;GO:0016491;GO:0016717;GO:0020037;GO:0032896;GO:0046872,BP;CC;MF,01040,PF00173;PF00487,IPR001199;IPR001522;IPR005804;IPR009160;IPR015876;IPR018506
YHR055C,685.8606480193785,5.311042598828208,0.34170822626937647,1.4077572942164867e-55,4.678940691040586e-53,CUP1-2,CUP1-2,"Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-2 has a paralog, CUP1-1, that arose from a segmental duplication",S000001097,A0A0A1HAP2,GO:0004784;GO:0005507;GO:0005758;GO:0005829;GO:0010273;GO:0016209;GO:0019430;GO:0046688;GO:0046870;GO:0046872;GO:0071585,BP;CC;MF,,PF11403,
YNR034W-A,5553.20564900625,4.961409971056217,0.3222588503874059,9.737889056235039e-55,3.0747384695062135e-52,EGO4,EGO4,"Protein of unknown function; expressed during diauxic shift and stationary phase, and negatively regulated by glucose; expression is regulated by Msn2p/Msn4p; overexpression slows down progression through meiosis and improves fermentative efficiency; YNR034W-A has a paralog, YCR075W-A, that arose from the whole genome duplication",S000007525,A0A0L8VJT1,GO:0003674;GO:0005737;GO:0005829;GO:0008150,BP;CC;MF,,,IPR021591
YDR406W,689.3710866250285,-2.5723315167548937,0.167242240948493,1.2123789531662306e-54,3.645796709164165e-52,PDR15,PDR15,"Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p, Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog, PDR5, that arose from the whole genome duplication",S000002814,C8Z5W9,GO:0000166;GO:0005524;GO:0009410;GO:0016020;GO:0016887;GO:0042626;GO:0055085;GO:0071944;GO:0140359;GO:1990961,BP;CC;MF,,PF00005;PF01061;PF06422;PF14510;PF19055,IPR003439;IPR003593;IPR005285;IPR010929;IPR013525;IPR017871;IPR027417;IPR029481
YDR345C,2229.420072381573,-2.3925370574183584,0.163137893096017,9.146814042409687e-50,2.6255513944462355e-47,HXT3,HXT3,"Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog, HXT5, that arose from the whole genome duplication",S000002753,A0A0L8VTT7,GO:0005351;GO:0005353;GO:0005886;GO:0008643;GO:0008645;GO:0015578;GO:0015755;GO:0015761;GO:0016020;GO:0022857;GO:0055056;GO:0055085;GO:0071944;GO:1902600;GO:1904659,BP;CC;MF,04113,PF00083,IPR003663;IPR005828;IPR005829;IPR020846
YJL212C,266.96240742864006,-2.895342828074993,0.20847331650875758,4.117576320706944e-45,1.1305432376201893e-42,OPT1,OPT1,Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family,S000003748,A6ZQC8,GO:0005886;GO:0006857;GO:0015031;GO:0015833;GO:0035672;GO:0035673;GO:0055085,BP;CC;MF,,PF03169,IPR004648;IPR004813
YGL117W,212.05468439542094,4.174592350150811,0.3022519471510087,1.3562426601082046e-44,3.5686134994097135e-42,ARO5,ARO5,"Protein involved in aromatic amino acid biosynthesis; up-regulated following GCN4 induction, amino acid starvation, rapamycin treatment in GCN4-dependent manner; promoter contains Gcn4 control response element, which is bound by Gcn4p in vivo",S000003085,A6ZU64,GO:0003674;GO:0005575;GO:0008150,BP;CC;MF,,,
YNR071C,1229.402328294804,5.548602149407783,0.4001581452653262,2.3130498237354207e-44,5.842763854755673e-42,NA,aldose 1-epimerase superfamily protein,Putative aldose 1-epimerase,S000005354,A6ZSE5,GO:0003674;GO:0003824;GO:0004034;GO:0005575;GO:0005975;GO:0006006;GO:0008150;GO:0016853;GO:0030246;GO:0033499,BP;CC;MF,,PF01263,IPR008183;IPR011013;IPR014718;IPR018052
YDR536W,261.68427237735455,3.08916034994349,0.22542648575427293,6.526784760762693e-44,1.5852556063160156e-41,STL1,STL1,"Glycerol proton symporter of the plasma membrane; subject to glucose-induced inactivation, strongly but transiently induced when cells are subjected to osmotic shock",S000002944,C7GST5,GO:0000324;GO:0005351;GO:0005886;GO:0015295;GO:0015793;GO:0016020;GO:0022857;GO:0055085;GO:0071944;GO:1902600,BP;CC;MF,,PF00083,IPR003663;IPR005828;IPR005829;IPR020846
YKR034W,319.0414908919364,-2.4096866747756174,0.17716787970410353,4.538490905019436e-43,1.0615025950073237e-40,DAL80,DAL80,"Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog, GZF3, that arose from the whole genome duplication",S000001742,A0A0L8VMK4,GO:0000122;GO:0000978;GO:0000981;GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0006357;GO:0008270;GO:0042128;GO:0043565;GO:0045944;GO:0046872;GO:0090295,BP;CC;MF,,PF00320,IPR000679;IPR013088
YOL128C,205.6168609723277,-3.068867045122626,0.2322092908607463,2.2421762503962376e-41,5.0569082218758e-39,YGK3,YGK3,"Protein kinase related to mammalian GSK-3 glycogen synthase kinases; GSK-3 homologs (Mck1p, Rim11p, Mrk1p, Ygk3p) are involved in control of Msn2p-dependent transcription of stress responsive genes and in protein degradation; YGK3 has a paralog, MCK1, that arose from the whole genome duplication",S000005488,A6ZN83,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005575;GO:0005634;GO:0006508;GO:0016301;GO:0016740;GO:0106310,BP;CC;MF,,PF00069,IPR000719;IPR008271;IPR011009;IPR017441
YDL210W,113.77980195367185,-3.1818776466089633,0.24058903862207337,5.423207614509352e-41,1.1771079672838266e-38,UGA4,UGA4,GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane,S000002369,B3LH90,GO:0000329;GO:0005774;GO:0006865;GO:0015185;GO:0015489;GO:0015495;GO:0015812;GO:0015847;GO:0016020;GO:0022857;GO:0055085,BP;CC;MF,,PF13520,IPR002293;IPR004840
YMR319C,159.70975531480755,-3.295821552527875,0.2501612028611911,5.591961839828155e-41,1.1771079672838266e-38,FET4,FET4,Low-affinity Fe(II) transporter of the plasma membrane,S000004938,A6ZN37,GO:0000324;GO:0005375;GO:0005381;GO:0005886;GO:0006811;GO:0006825;GO:0006826;GO:0006829;GO:0008270;GO:0015677;GO:0016020;GO:0034755;GO:0035434;GO:0055085;GO:0071944,BP;CC;MF,,PF04120,IPR007251
YPL262W,601.5543436140279,2.16767204246443,0.16764607496711426,2.5637946923373922e-39,5.2226978974550425e-37,FUM1,FUM1,"Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence, protein conformation, and status of glyoxylate shunt; phosphorylated in mitochondria",S000006183,A0A0L8VGQ3,GO:0003824;GO:0004333;GO:0005634;GO:0005737;GO:0005739;GO:0005759;GO:0005829;GO:0006099;GO:0006106;GO:0006108;GO:0006281;GO:0006974;GO:0009060;GO:0016829;GO:0044238,BP;CC;MF,00020;01100;01110,PF00206;PF10415,IPR000362;IPR005677;IPR008948;IPR018951;IPR020557;IPR022761;IPR024083
YIR019C,10042.679738022614,2.9627392691531953,0.22950165586454763,4.6919537384885195e-39,9.259277455798438e-37,FLO11,FLO11,"GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth, flocculation, and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells, contributing to their surface properties",S000001458,A0A8H4BZA4,GO:0000128;GO:0000324;GO:0001403;GO:0003674;GO:0005576;GO:0005886;GO:0005935;GO:0007124;GO:0007155;GO:0016020;GO:0030447;GO:0043709;GO:0090606;GO:0098552;GO:0098609,BP;CC;MF,00500;01100,PF10182,IPR018789
YCL025C,672.3337985371212,3.2147481656218324,0.2594251757548511,1.786828103501702e-36,3.419339234428257e-34,AGP1,AGP1,"Broad-specificity, low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine, glutamine, and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)",S000000530,B3LU57,GO:0003333;GO:0005783;GO:0005886;GO:0006865;GO:0015171;GO:0015193;GO:0015823;GO:0016020;GO:0035524;GO:0055085;GO:0098718,BP;CC;MF,,PF00324,IPR002293;IPR004762;IPR004840;IPR004841
YLR004C,97.13648450417934,-3.1260077136173132,0.2534288948937258,4.048685488953328e-36,7.519837900805961e-34,THI73,THI73,Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs,S000003994,A7A0Q9,GO:0005783;GO:0005789;GO:0005886;GO:0016020;GO:0022857;GO:0055085;GO:0071944,BP;CC;MF,,PF07690,IPR011701;IPR020846
YNR001C,1758.1446643859715,1.6068334310911863,0.13012625976588768,6.466981458300869e-36,1.1668282259762853e-33,CIT1,CIT1,"Mitochondrial citrate synthase; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate, which is the first and rate-limiting step of the TCA cycle; transcription subject to glucose repression; CIT1 has a paralog, CIT2, that arose from the whole genome duplication",S000005284,A0A0L8VJ49,GO:0005739;GO:0005759;GO:0005829;GO:0005975;GO:0006099;GO:0006101;GO:0009060;GO:0016740;GO:0036440;GO:0044238;GO:0046356;GO:0046912,BP;CC;MF,00020;00630;01100;01110,PF00285,IPR002020;IPR010109;IPR016142;IPR019810
YPR002W,73.1954023556679,3.7934813904971194,0.30760564093150006,8.350522148046893e-36,1.464820760136559e-33,PDH1,PDH1,"Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD, may take part in the conversion of 2-methylcitrate to 2-methylisocitrate",S000006206,A0A0L8VFZ3,GO:0003674;GO:0005737;GO:0005739;GO:0005741;GO:0016829;GO:0019541;GO:0019679;GO:0047547;GO:0051537,BP;CC;MF,00640,PF03972;PF19305,IPR005656;IPR012705
YKL165C,146.91259067975935,2.83608727280021,0.23105606698180145,9.874092997817678e-36,1.6502326823652748e-33,MCD4,MCD4,Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol,S000001648,A6ZZF9,GO:0000139;GO:0000324;GO:0005774;GO:0005783;GO:0005789;GO:0006506;GO:0009277;GO:0015867;GO:0016020;GO:0016740;GO:0051377;GO:0071555,BP;CC;MF,00563;01100,PF00884;PF04987,IPR000917;IPR007070;IPR017849;IPR017850;IPR017852
YMR271C,140.2861410899242,-2.60389571573695,0.21212513446320266,9.930141239886056e-36,1.6502326823652748e-33,URA10,URA10,"Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines, converting orotate into orotidine-5'-phosphate; URA10 has a paralog, URA5, that arose from the whole genome duplication",S000004884,A0A0L8VK34,GO:0004588;GO:0005737;GO:0005829;GO:0006207;GO:0006221;GO:0009165;GO:0009220;GO:0016740;GO:0016757;GO:0044205;GO:0046132,BP;CC;MF,00240;01100,PF00156,IPR000836;IPR004467;IPR023031;IPR029057
YDL039C,91.21754487407192,4.293329750606277,0.3485803929649803,1.0760309232548844e-35,1.7423423795781012e-33,PRM7,PRM7,"Pheromone-regulated protein; predicted to have one transmembrane segment; promoter contains Gcn4p binding elements; in W303 strain one continuous open reading frame comprising of YDL037C, the intergenic region and YDL039C encodes the IMI1",S000002197,B3LGT9,GO:0003674;GO:0008150;GO:0016020,BP;CC;MF,,,
YML128C,518.4596239426044,-1.9631015817189077,0.16059497482388246,2.6186637707239343e-35,4.1342154280304115e-33,MSC1,MSC1,"Nuclear envelope protein involved in DSB repair during late mitosis; forms nuclear envelope patches associated with Rad52p-containing DNA repair foci, and accelerates homologous recombination downstream of DNA end resection; mutant is defective in directing meiotic recombination events to homologous chromatids; upregulated after DNA damage in late mitosis; null mutant is hypersensitive to DSBs; non-tagged protein is detected in highly purified mitochondria and is phosphorylated",S000004597,B3LLD2,GO:0003674;GO:0005635;GO:0005739;GO:0005783;GO:0005886;GO:0007131;GO:1990166,BP;CC;MF,,PF10281,IPR018803
YLR257W,694.1747936539682,-1.9266196229350228,0.15945896012357152,1.3769628052458375e-34,2.1208585646652353e-32,NA,NA,Protein of unknown function; protein abundance increases in response to DNA replication stress,S000004247,A7A1D8,GO:0003674;GO:0005737;GO:0008150,BP;CC;MF,,,
YKL016C,1021.7638261534056,1.5671762718748459,0.13004175405862617,2.613236165419616e-34,3.929187234434494e-32,ATP7,ATP7,"Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis",S000001499,B3LR69,GO:0005739;GO:0005743;GO:0006754;GO:0006811;GO:0015078;GO:0015986;GO:0045259;GO:0046933;GO:1902600,BP;CC;MF,00190;01100,PF05873,IPR008689
YOL126C,210.29416751618135,-2.4410307167664436,0.20476771336959396,7.304036363465096e-34,1.0726741775646996e-31,MDH2,MDH2,Cytoplasmic malate dehydrogenase; one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1; mutation in human homolog MDH2 causes early-onset severe encephalopathy,S000005486,C7GV03,GO:0003824;GO:0005737;GO:0005829;GO:0006094;GO:0006097;GO:0006099;GO:0006108;GO:0016491;GO:0016558;GO:0016615;GO:0016616;GO:0019752;GO:0030060;GO:0034399;GO:0044238;GO:0044281;GO:0070013,BP;CC;MF,00020;00620;00630;01100;01110,PF00056;PF02866,IPR001236;IPR001252;IPR001557;IPR010097;IPR015955;IPR016040;IPR022383
YMR145C,393.7672523491148,2.61654750142077,0.22066991694959015,1.5152457526893952e-33,2.1747220291439844e-31,NDE1,NDE1,"Mitochondrial external NADH dehydrogenase; type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain; NDE1 has a paralog, NDE2, that arose from the whole genome duplication",S000004753,A0A0L8VJM0,GO:0003954;GO:0005739;GO:0005758;GO:0015980;GO:0016491;GO:0019655;GO:0031966;GO:0042981;GO:0050136;GO:0120555,BP;CC;MF,00190,PF07992;PF22366,IPR023753
YIL053W,109.01950790324798,-3.0878829888658412,0.2602100799586414,2.2140148586839537e-33,3.107000851686482e-31,GPP1,GPP1,"Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and osmotic stress; GPP1 has a paralog, GPP2, that arose from the whole genome duplication",S000001315,A0A0L8VNP6,GO:0000121;GO:0005634;GO:0005737;GO:0005829;GO:0006114;GO:0006970;GO:0016787;GO:0043136;GO:0046872,BP;CC;MF,00561;01100,PF00702,IPR006439;IPR023198;IPR023214
YKR009C,129.45002559532557,-2.547253415927108,0.21563127373119434,3.1473487074106775e-33,4.320762410282267e-31,FOX2,FOX2,3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4,S000001717,B5VMF8,GO:0003824;GO:0003857;GO:0004300;GO:0005777;GO:0005829;GO:0006629;GO:0006631;GO:0006635;GO:0016491;GO:0016829;GO:0016853;GO:0018812;GO:0019395;GO:0046395;GO:0106386,BP;CC;MF,00051;00650;00903;01100;01110,PF00106;PF01575;PF22622,IPR002347;IPR002539;IPR016040;IPR020904;IPR029069
YKL152C,1800.1928828370794,-1.5636322804784137,0.13230177929942114,4.446759573690448e-33,5.974741852735145e-31,GPM1,GPM1,Tetrameric phosphoglycerate mutase; mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis,S000001635,A0A0L8VMF6,GO:0003824;GO:0004619;GO:0005737;GO:0005739;GO:0005741;GO:0005758;GO:0005829;GO:0006094;GO:0006096;GO:0016853;GO:0016868;GO:0019658;GO:0061620;GO:0061621,BP;CC;MF,00010;00680;01100;01110,PF00300,IPR001345;IPR005952;IPR013078;IPR029033
