gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YJL212C,266.96240742864006,-5.45566010869904,0.28399529166672594,1.2941672964093779e-82,4.807450868720719e-80,OPT1,OPT1,Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family,S000003748,A6ZQC8,GO:0005886;GO:0006857;GO:0015031;GO:0015833;GO:0035672;GO:0035673;GO:0055085,BP;CC;MF,,PF03169,IPR004648;IPR004813
YER067C-A,984.4841835587879,4.723027032231679,0.25478647879262456,8.774727834747383e-78,3.0784670153572067e-75,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF RGI1/YER067W",S000028748,NA,,,,,
YGR142W,3891.53585891987,7.144931323302544,0.40049992671374546,2.1774314327346411e-72,7.23709447248382e-70,BTN2,BTN2,Compartment-specific sequestrase chaperone; small hsp that sequesters proteins at intranuclear quality control sites (INQs); sumoylated form promotes protein clearance from INQs during recovery from genotoxic stress; v-SNARE binding protein that mediates late endosome-Golgi protein sorting; modulates arginine uptake and pH homeostasis between the vacuole and plasma membrane H(+)-ATPase; role in prion curing; expression after severe ethanol stress is involved in clearance of denatured proteins,S000003374,B3LI88,GO:0000149;GO:0005634;GO:0005737;GO:0005770;GO:0005829;GO:0006457;GO:0006865;GO:0006885;GO:0006886;GO:0034399;GO:0034504;GO:0042147;GO:0048471;GO:0051087;GO:0140311,BP;CC;MF,,,
YJL158C,260.4889841865888,4.417167832669977,0.24955259366697893,4.284339082496587e-71,1.3527800652982972e-68,CIS3,CIS3,Mannose-containing glycoprotein constituent of the cell wall; member of the PIR (proteins with internal repeats) family,S000003694,D6VW29,GO:0000324;GO:0005199;GO:0005576;GO:0005783;GO:0005886;GO:0005934;GO:0009277;GO:0031505;GO:0071555;GO:0071944,BP;CC;MF,,PF00399;PF22799,IPR000420
YLR327C,1202.7119802617508,6.427576663551892,0.36906553469178427,4.528544765109198e-69,1.3617981043649803e-66,TMA10,TMA10,"Protein of unknown function that associates with ribosomes; protein abundance increases in response to DNA replication stress; TMA10 has a paralog, STF2, that arose from the whole genome duplication",S000004319,A0A0L8VL99,GO:0003674;GO:0005634;GO:0005737;GO:0008150,BP;CC;MF,,,
YER103W,1892.990775118071,5.130063646465321,0.3017142371391171,7.71238678021859e-66,2.2138055689582e-63,SSA4,SSA4,"Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; translocates to the nucleus under Cd2+ stress to mediate tolerance by regulating VHS1 expression; cytoplasmic protein that concentrates in nuclei upon starvation; member of the HSP70 family; SSA4 has a paralog, SSA3, that arose from the whole genome duplication",S000000905,A6ZR59,GO:0000166;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006457;GO:0006616;GO:0016887;GO:0031072;GO:0042026;GO:0044183;GO:0051082;GO:0140662,BP;CC;MF,03040;04141;04144,PF00012,IPR013126;IPR018181;IPR029047;IPR029048
YGR201C,186.35950539468413,-3.7694129120972746,0.22298964761095222,3.4344966660397247e-65,9.429933237409071e-63,NA,NA,Protein of unknown function,S000003433,A6ZUL1,GO:0003674;GO:0005575;GO:0005634;GO:0005737;GO:0006414;GO:0008150,BP;CC;MF,,PF00043;PF02798,IPR004045;IPR004046;IPR010987;IPR012336
YPR167C,286.2847066341846,4.198671915394878,0.2490021068993348,7.073716185640756e-65,1.8612715713467238e-62,MET16,MET16,"3'-phosphoadenylsulfate reductase; reduces 3'-phosphoadenylyl sulfate to adenosine-3',5'-bisphosphate and free sulfite using reduced thioredoxin as cosubstrate, involved in sulfate assimilation and methionine metabolism",S000006371,A0A0L8VGL5,GO:0000097;GO:0000103;GO:0003824;GO:0004604;GO:0005737;GO:0005829;GO:0008652;GO:0009086;GO:0016491;GO:0019344;GO:0019379;GO:0070814,BP;CC;MF,00920;01100,PF01507,IPR002500;IPR004511;IPR011800;IPR014729
YHR174W,689.151271576987,-2.9243659809667224,0.1781048751595603,1.810097716015875e-61,4.5723068306561e-59,ENO2,ENO2,"Enolase II, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; mRNA is asymmetrically distributed to daughter cells in a Sir2p-dependent manner, and asymmetry is lost during replicative aging; expression induced in response to glucose; ENO2 has a paralog, ENO1, that arose from the whole genome duplication",S000001217,A0A0L8VPS0,GO:0000015;GO:0000287;GO:0000324;GO:0004634;GO:0005737;GO:0005739;GO:0005829;GO:0005886;GO:0006094;GO:0006096;GO:0009898;GO:0016829;GO:0019658;GO:0032889;GO:0046872;GO:0061620;GO:1904408,BP;CC;MF,00010;00680;01100;01110;03018,PF00113;PF03952,IPR000941;IPR020809;IPR020810;IPR020811;IPR029017;IPR029065
YPL095C,358.3878202921988,-3.4270202827222267,0.2085087931456848,2.1364282189358164e-61,5.189055462530646e-59,EEB1,EEB1,"Acyl-coenzymeA:ethanol O-acyltransferase; responsible for the major part of medium-chain fatty acid ethyl ester biosynthesis during fermentation; possesses short-chain esterase activity; may be involved in lipid metabolism and detoxification; EEB1 has a paralog, EHT1, that arose from the whole genome duplication",S000006016,C7GJ49,GO:0004026;GO:0005575;GO:0008126;GO:0016740;GO:0016746;GO:0016787;GO:0034338;GO:0047372;GO:0051792;GO:0051793;GO:0052689,BP;CC;MF,,PF00561,IPR000073;IPR000952;IPR012020;IPR029058
YGR060W,515.6326958527083,-2.9005984277875396,0.17819620908327086,2.1967465216894294e-60,5.137946031284721e-58,ERG25,ERG25,"C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression",S000003292,A0A0L8VR20,GO:0000254;GO:0005506;GO:0005783;GO:0005789;GO:0005829;GO:0005886;GO:0006629;GO:0006694;GO:0006696;GO:0008202;GO:0008610;GO:0016126;GO:0016491;GO:0036197,BP;CC;MF,00100;01100,PF04116,IPR006694
YNL134C,1005.3705151788622,2.106760173234653,0.13158818605283415,1.7991500553508474e-58,4.0577259284073575e-56,NA,NA,"NADH-dependent aldehyde reductase; involved in detoxification of furfural; expression is up-regulated in the presence of furfural and 5-hydroxymethylfurfural, which are compounds generated during lignocellulosic biomass pre-treatment; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress",S000005078,A0A0L8VIT9,GO:0004029;GO:0005634;GO:0005737;GO:0016491;GO:0016651;GO:1901426,BP;CC;MF,,PF00107;PF08240,IPR002085;IPR011032;IPR013149;IPR016040;IPR020843
YER053C,4425.144312872437,3.011558816411172,0.1906635106703892,3.428922405589749e-57,7.466774134930781e-55,PIC2,PIC2,Mitochondrial copper and phosphate carrier; imports copper and inorganic phosphate into mitochondria; functionally redundant with Mir1p but less abundant than Mir1p under normal conditions; expression is induced at high temperature,S000000855,A0A0L8VSI7,GO:0005315;GO:0005375;GO:0005739;GO:0005743;GO:0006878;GO:0035434;GO:0035435;GO:1990547,BP;CC;MF,,PF00153,IPR018108;IPR023395
YKR034W,319.0414908919364,-2.8990871446340054,0.1854944316820784,8.011456853920118e-56,1.686411667750185e-53,DAL80,DAL80,"Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog, GZF3, that arose from the whole genome duplication",S000001742,A0A0L8VMK4,GO:0000122;GO:0000978;GO:0000981;GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0006357;GO:0008270;GO:0042128;GO:0043565;GO:0045944;GO:0046872;GO:0090295,BP;CC;MF,,PF00320,IPR000679;IPR013088
YPR036W-A,1404.9014568769035,3.5949464432613842,0.23087976550527312,9.944829504068298e-56,2.0258580102642356e-53,SPO24,SPO24,"Small (67 amino acids) protein involved in sporulation; localizes to the prospore membrane; phosphorylated during meiosis; a longer, 5'-extended mRNA is also transcribed beginning in mid-meiosis, regulated by two MSEs (middle sporulation elements), and includes an uORF of 15 codons in its 5'-UTR; evidence transcription is regulated by Pdr1p",S000028425,A0A0L8VGT6,GO:0003674;GO:0005628;GO:0030435;GO:0030437,BP;CC;MF,,PF22044,
YKL060C,8449.319527000744,-1.8887271324485473,0.12120847157328107,1.3479855741083403e-55,2.660165281404428e-53,FBA1,FBA1,"Fructose 1,6-bisphosphate aldolase; required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress; N-terminally propionylated in vivo",S000001543,A0A0L8VM92,GO:0004332;GO:0005737;GO:0005739;GO:0005829;GO:0005975;GO:0006094;GO:0006096;GO:0008270;GO:0016829;GO:0016832;GO:0019658;GO:0046872;GO:0061620;GO:1904408,BP;CC;MF,00010;00030;00051;00680;01100;01110,PF01116,IPR000771;IPR006411;IPR013785
YKR075C,285.45190958020953,3.020533646762328,0.1940861721125734,1.5139464747617215e-55,2.8971430267031127e-53,NA,NA,"Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog, YOR062C, that arose from the whole genome duplication",S000001783,D6VXD5,GO:0003674;GO:0005634;GO:0005737;GO:0005773;GO:0007039;GO:0008150;GO:0042149,BP;CC;MF,,,
YDR403W,129.0223701876606,4.63500866812006,0.30102220876509567,2.6174206795646236e-54,4.86147399748547e-52,DIT1,DIT1,Sporulation-specific enzyme required for spore wall maturation; involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall; transcripts accumulate at the time of prospore enclosure,S000002811,D6VT35,GO:0003824;GO:0005829;GO:0030435;GO:0030476;GO:0042764,BP;CC;MF,,PF05141,IPR007817
YOR247W,174.56407667179406,3.853372122360421,0.2509829324503012,4.096386907503952e-54,7.391052377396416e-52,SRL1,SRL1,"Mannoprotein that exhibits a tight association with the cell wall; required for cell wall stability in the absence of GPI-anchored mannoproteins; has a high serine-threonine content; expression is induced in cell wall mutants; SRL1 has a paralog, SVS1, that arose from the whole genome duplication",S000005773,A0A0L8VH15,GO:0000324;GO:0003674;GO:0005737;GO:0005934;GO:0006139;GO:0009277;GO:0009986;GO:0031505;GO:0071555;GO:0071944,BP;CC;MF,,,
YOL128C,205.6168609723277,-3.84241052187216,0.25132114076461215,1.3048335353875e-53,2.2888954933255728e-51,YGK3,YGK3,"Protein kinase related to mammalian GSK-3 glycogen synthase kinases; GSK-3 homologs (Mck1p, Rim11p, Mrk1p, Ygk3p) are involved in control of Msn2p-dependent transcription of stress responsive genes and in protein degradation; YGK3 has a paralog, MCK1, that arose from the whole genome duplication",S000005488,A6ZN83,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005575;GO:0005634;GO:0006508;GO:0016301;GO:0016740;GO:0106310,BP;CC;MF,,PF00069,IPR000719;IPR008271;IPR011009;IPR017441
YHR087W,396.9683142697294,3.8560258293590133,0.25293711093303,1.7037197380431437e-53,2.907835174524987e-51,RTC3,RTC3,"Protein of unknown function involved in RNA metabolism; has structural similarity to SBDS, the human protein mutated in Shwachman-Diamond Syndrome (the yeast SBDS ortholog is SDO1); null mutation suppresses cdc13-1 temperature sensitivity; protein abundance increases in response to DNA replication stress",S000001129,A0A0L8VPC0,GO:0003674;GO:0005634;GO:0005737;GO:0006364;GO:0016070;GO:0042254,BP;CC;MF,,PF01172,IPR019783
YHR052W-A,645.7564037400723,5.216938935278837,0.34623384676696806,2.4763945914807776e-52,4.115376801368713e-50,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-1",S000028647,NA,,,,,
YPL111W,180.9708324082377,3.5570808951698916,0.23860560872117337,2.6474032195113797e-51,4.2867567515934265e-49,CAR1,CAR1,"Arginase, catabolizes arginine to ornithine and urea; expression responds to both induction by arginine and nitrogen catabolite repression; disruption decreases production of carcinogen ethyl carbamate during wine fermentation and also enhances freeze tolerance",S000006032,A0A0L8VFY7,GO:0000050;GO:0004053;GO:0005634;GO:0005737;GO:0005829;GO:0006525;GO:0006527;GO:0008270;GO:0016787;GO:0016813;GO:0019493;GO:0030145;GO:0043332;GO:0046872;GO:0080090;GO:0090368;GO:0090369,BP;CC;MF,00330;01100;01110,PF00491,IPR006035;IPR014033;IPR020855;IPR023696
YGR088W,677.5246013251436,-3.8824957961708937,0.26105082182001094,3.4861030142688e-51,5.503685133776868e-49,CTT1,CTT1,Cytosolic catalase T; has a role in protection from oxidative damage by hydrogen peroxide,S000003320,C8Z8Y2,GO:0000302;GO:0004096;GO:0004601;GO:0005737;GO:0005739;GO:0005777;GO:0005829;GO:0006979;GO:0016491;GO:0019430;GO:0020037;GO:0042542;GO:0042744;GO:0046872;GO:0098869,BP;CC;MF,00380;00680;01100;04011;04146,PF00199;PF06628,IPR002226;IPR010582;IPR011614;IPR018028;IPR020835;IPR024708;IPR024711
YPR127W,411.3693456717643,2.6954798203502435,0.1809853411624375,4.2621160686584115e-51,6.564698286238505e-49,NA,pyridoxine 4-dehydrogenase,Putative pyridoxine 4-dehydrogenase; differentially expressed during alcoholic fermentation; expression activated by transcription factor YRM1/YOR172W; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,S000006331,A6ZX06,GO:0003674;GO:0005634;GO:0005737;GO:0008106;GO:0008150;GO:0016491;GO:0042820;GO:0050236,BP;CC;MF,00750;01100,PF00248,IPR001395;IPR023210
YAL038W,1329.1607370286172,-2.8272467459191306,0.19119210721280014,2.0335577719198575e-50,3.0575993642080717e-48,CDC19,CDC19,"Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication",S000000036,A7A0C8,GO:0000166;GO:0000287;GO:0003824;GO:0004743;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006096;GO:0016301;GO:0016740;GO:0019658;GO:0030955;GO:0046872;GO:0061620,BP;CC;MF,00010;00230;00620;01100;01110,PF00224;PF02887,IPR001697;IPR011037;IPR015793;IPR015794;IPR015795;IPR015806;IPR015813;IPR018209
YJR010W,187.7054722535166,3.551552700610192,0.2409691961379166,3.1174302122216435e-50,4.578272509344111e-48,MET3,MET3,"ATP sulfurylase; catalyzes the primary step of intracellular sulfate activation, essential for assimilatory reduction of sulfate to sulfide, involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant",S000003771,A0A0L8VN81,GO:0000096;GO:0000097;GO:0000103;GO:0000166;GO:0004781;GO:0005524;GO:0005737;GO:0005739;GO:0005829;GO:0016740;GO:0016779;GO:0019379;GO:0050427;GO:0070814,BP;CC;MF,00230;00450;00920;01100,PF01747;PF14306,IPR002650;IPR014729;IPR015947;IPR024951;IPR025980;IPR027417;IPR027535
YPL106C,1547.4808841241731,2.947110722068592,0.20067345737589623,8.63545911982089e-50,1.239384644128839e-47,SSE1,SSE1,"ATPase component of heat shock protein Hsp90 chaperone complex; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; plays a role in prion propagation and determining prion variants; binds unfolded proteins; member of Hsp110 subclass of HSP70 proteins; deletion results in spindle elongation in S phase; SSE1 has a paralog, SSE2, that arose from the whole genome duplication",S000006027,A0A0L8VFZ2,GO:0000166;GO:0000774;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006457;GO:0006914;GO:0010499;GO:0042026;GO:0042277;GO:0043161;GO:0140662,BP;CC;MF,04141,PF00012,IPR013126;IPR018181;IPR029047;IPR029048
YPR191W,1470.4142996129917,2.597667572964764,0.17851265776698916,6.908133648178545e-49,9.69441421961056e-47,QCR2,QCR2,"Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme",S000006395,A6ZX65,GO:0004222;GO:0005739;GO:0005743;GO:0006122;GO:0006508;GO:0008121;GO:0009060;GO:0016020;GO:0030061;GO:0045275;GO:0046872;GO:1902600,BP;CC;MF,00190;01100,PF00675,IPR001431;IPR011237;IPR011249;IPR011765
YFR030W,646.4176737343162,2.8139250997612413,0.19415790906036767,1.284319643935786e-48,1.7631475111857584e-46,MET10,MET10,Subunit alpha of assimilatory sulfite reductase; complex converts sulfite into sulfide,S000001926,A0A023VTQ0,GO:0000103;GO:0004783;GO:0005829;GO:0009337;GO:0010181;GO:0016491;GO:0050660;GO:0070814,BP;CC;MF,00920;01100,PF00175;PF00667,IPR001433;IPR001709;IPR002869;IPR003097;IPR009014;IPR017927;IPR017938;IPR019752;IPR023173
